fipscode,county,state,dem_votes,rep_votes,other_votes
48107,Crosby,Texas,239,813,20
48109,Culberson,Texas,146,172,10
48111,Dallam,Texas,100,727,17
48113,Dallas,Texas,223136,178273,5851
48115,Dawson,Texas,335,1687,22
48117,Deaf Smith,Texas,503,2182,43
48119,Delta,Texas,351,984,43
48121,Denton,Texas,47238,93683,3089
48123,DeWitt,Texas,695,3269,54
48125,Dickens,Texas,60,452,5
48127,Dimmit,Texas,1245,599,33
48129,Donley,Texas,120,803,20
48131,Duval,Texas,2251,750,83
48133,Eastland,Texas,372,3503,56
48135,Ector,Texas,2478,12139,210
48137,Edwards,Texas,222,540,24
48141,El Paso,Texas,48506,29953,1949
48139,Ellis,Texas,7963,23604,608
48143,Erath,Texas,1301,5953,139
48145,Falls,Texas,877,2147,40
48147,Fannin,Texas,1449,4897,144
48149,Fayette,Texas,1547,5885,108
48151,Fisher,Texas,334,891,20
48153,Floyd,Texas,133,955,7
48155,Foard,Texas,102,205,3
48157,Fort Bend,Texas,56825,73749,1894
48159,Franklin,Texas,353,2197,44
48161,Freestone,Texas,902,3473,75
48163,Frio,Texas,953,863,27
48165,Gaines,Texas,235,2235,42
48167,Galveston,Texas,23201,40422,1231
48169,Garza,Texas,80,752,8
48171,Gillespie,Texas,1502,7168,178
48173,Glasscock,Texas,15,377,8
48175,Goliad,Texas,873,1873,42
48177,Gonzales,Texas,840,2789,83
48179,Gray,Texas,302,3358,65
48181,Grayson,Texas,5067,18103,339
48183,Gregg,Texas,5808,17210,222
48185,Grimes,Texas,1125,3716,114
48187,Guadalupe,Texas,8788,21235,556
48189,Hale,Texas,567,3703,50
48191,Hall,Texas,74,485,11
48193,Hamilton,Texas,491,1891,48
48195,Hansford,Texas,55,1105,16
48197,Hardeman,Texas,130,523,13
48199,Hardin,Texas,1494,9923,159
48201,Harris,Texas,320160,349639,10277
48203,Harrison,Texas,4086,10384,190
48205,Hartley,Texas,87,1006,15
48207,Haskell,Texas,230,821,14
48209,Hays,Texas,17300,21002,1029
48211,Hemphill,Texas,100,715,15
48213,Henderson,Texas,3689,13118,318
48215,Hidalgo,Texas,50303,27909,2007
48217,Hill,Texas,1887,6855,177
48219,Hockley,Texas,425,3222,50
48221,Hood,Texas,2577,10784,278
48223,Hopkins,Texas,1759,5745,133
48225,Houston,Texas,901,3696,53
48227,Howard,Texas,664,3492,123
48229,Hudspeth,Texas,151,267,19
48231,Hunt,Texas,3688,12294,342
48233,Hutchinson,Texas,462,3956,76
48235,Irion,Texas,43,383,9
48237,Jack,Texas,225,1473,29
48239,Jackson,Texas,488,2420,37
48241,Jasper,Texas,1415,5644,76
48243,Jeff Davis,Texas,366,623,40
48245,Jefferson,Texas,25799,26876,540
48247,Jim Hogg,Texas,521,190,9
48249,Jim Wells,Texas,3016,2589,106
48251,Johnson,Texas,5978,22715,579
48253,Jones,Texas,534,2745,62
48255,Karnes,Texas,715,1770,36
48257,Kaufman,Texas,5449,14590,314
48259,Kendall,Texas,1989,9713,173
48261,Kenedy,Texas,59,64,2
48263,Kent,Texas,49,251,10
48265,Kerr,Texas,2901,11740,292
48267,Kimble,Texas,113,1096,15
48269,King,Texas,1,90,2
48271,Kinney,Texas,375,747,26
48273,Kleberg,Texas,2804,2836,119
48275,Knox,Texas,159,726,14
48277,Lamar,Texas,2869,7785,245
48279,Lamb,Texas,251,1841,20
48281,Lampasas,Texas,787,3745,96
48283,La Salle,Texas,422,434,9
48285,Lavaca,Texas,784,4180,62
48287,Lee,Texas,963,3199,122
48289,Leon,Texas,511,3694,46
48291,Liberty,Texas,2681,9576,245
48293,Limestone,Texas,979,3278,49
48295,Lipscomb,Texas,93,740,20
48297,Live Oak,Texas,400,2007,48
48299,Llano,Texas,1363,5552,138
48301,Loving,Texas,4,35,2
48303,Lubbock,Texas,10438,36038,717
48305,Lynn,Texas,180,1013,16
48313,Madison,Texas,462,1941,26
48315,Marion,Texas,705,1480,28
48317,Martin,Texas,116,1016,23
48319,Mason,Texas,243,1104,24
48321,Matagorda,Texas,2115,4691,146
48323,Maverick,Texas,3723,1392,183
48307,McCulloch,Texas,258,1456,34
48309,McLennan,Texas,13092,30507,699
48311,McMullen,Texas,34,222,7
48325,Medina,Texas,2506,7194,153
48327,Menard,Texas,65,411,6
48329,Midland,Texas,3012,20204,361
48331,Milam,Texas,1293,3576,95
48333,Mills,Texas,134,1194,25
48335,Mitchell,Texas,176,1020,15
48337,Montague,Texas,916,5691,136
48339,Montgomery,Texas,19179,83938,1778
48341,Moore,Texas,301,2421,44
48343,Morris,Texas,1031,2033,44
48345,Motley,Texas,20,344,8
48347,Nacogdoches,Texas,2845,9021,176
48349,Navarro,Texas,2376,6983,173
48351,Newton,Texas,703,2161,41
48353,Nolan,Texas,474,2117,54
48355,Nueces,Texas,24746,30854,1405
48357,Ochiltree,Texas,70,1500,20
48359,Oldham,Texas,33,519,7
48361,Orange,Texas,3600,13400,266
48363,Palo Pinto,Texas,1141,4410,120
48365,Panola,Texas,1069,4614,69
48367,Parker,Texas,5540,25683,636
48369,Parmer,Texas,153,1234,13
48371,Pecos,Texas,817,2146,68
48373,Polk,Texas,2410,7858,228
48375,Potter,Texas,2925,10584,246
48377,Presidio,Texas,613,364,27
48379,Rains,Texas,440,1976,35
48381,Randall,Texas,3650,24134,433
48383,Reagan,Texas,68,425,13
48385,Real,Texas,175,862,18
48387,Red River,Texas,730,1993,45
48389,Reeves,Texas,510,695,17
48391,Refugio,Texas,750,1238,52
48393,Roberts,Texas,15,324,6
48395,Robertson,Texas,1768,3270,67
48397,Rockwall,Texas,4670,16100,316
48399,Runnels,Texas,230,2057,25
48401,Rusk,Texas,1906,8517,105
48403,Sabine,Texas,355,2372,35
48405,San Augustine,Texas,756,1920,48
48407,San Jacinto,Texas,1632,4641,161
48409,San Patricio,Texas,4071,7202,258
48411,San Saba,Texas,145,1280,20
48413,Schleicher,Texas,213,635,11
48415,Scurry,Texas,298,2518,46
48417,Shackelford,Texas,50,751,9
48419,Shelby,Texas,1116,4330,58
48421,Sherman,Texas,52,538,10
48423,Smith,Texas,10846,37360,628
48425,Somervell,Texas,405,1796,44
48427,Starr,Texas,4008,1104,73
48429,Stephens,Texas,169,1737,29
48431,Sterling,Texas,33,429,8
48433,Stonewall,Texas,76,297,8
48435,Sutton,Texas,113,619,11
48437,Swisher,Texas,362,1029,33
48439,Tarrant,Texas,153214,213120,6639
48441,Taylor,Texas,3876,19100,425
48443,Terrell,Texas,108,273,17
48445,Terry,Texas,366,1896,31
48447,Throckmorton,Texas,66,456,13
48449,Titus,Texas,1288,3802,72
48451,Tom Green,Texas,3559,14670,304
48453,Travis,Texas,169141,91301,7353
48455,Trinity,Texas,996,2837,97
48457,Tyler,Texas,885,3788,96
48459,Upshur,Texas,1426,7294,128
48461,Upton,Texas,106,555,9
48463,Uvalde,Texas,2101,2967,75
48465,Val Verde,Texas,3608,3306,168
48467,Van Zandt,Texas,1938,9751,232
48469,Victoria,Texas,4233,12657,258
48471,Walker,Texas,3476,7669,242
48473,Waller,Texas,2741,6329,125
48475,Ward,Texas,411,1535,34
48477,Washington,Texas,1952,6886,153
48479,Webb,Texas,17963,7622,819
48481,Wharton,Texas,2075,6215,109
48483,Wheeler,Texas,120,1185,17
48485,Wichita,Texas,4822,16130,304
48487,Wilbarger,Texas,574,2141,36
48489,Willacy,Texas,1274,854,57
48491,Williamson,Texas,39516,61496,2898
48493,Wilson,Texas,2707,7506,216
48495,Winkler,Texas,136,829,20
48497,Wise,Texas,2178,10181,280
48499,Wood,Texas,1403,9778,129
48501,Yoakum,Texas,93,1046,10
48503,Young,Texas,679,4497,127
48505,Zapata,Texas,788,372,17
48507,Zavala,Texas,1110,350,24
55001,Adams,Wisconsin,3762,4297,126
55003,Ashland,Wisconsin,4150,2333,83
55005,Barron,Wisconsin,6832,9696,221
55007,Bayfield,Wisconsin,4888,3075,60
55009,Brown,Wisconsin,40751,58408,1132
55011,Buffalo,Wisconsin,2267,3169,68
55013,Burnett,Wisconsin,2615,3868,54
55015,Calumet,Wisconsin,7285,14086,243
55017,Chippewa,Wisconsin,10402,13765,339
55019,Clark,Wisconsin,3848,7409,134
55021,Columbia,Wisconsin,12527,11837,336
55023,Crawford,Wisconsin,3225,2974,74
55025,Dane,Wisconsin,175937,73676,2856
55027,Dodge,Wisconsin,12732,23715,391
55029,Door,Wisconsin,6842,8160,168
55031,Douglas,Wisconsin,9590,6001,154
55033,Dunn,Wisconsin,7066,8229,225
55035,Eau Claire,Wisconsin,21239,20304,562
55037,Florence,Wisconsin,629,1349,23
55039,Fond du Lac,Wisconsin,15014,27485,430
55041,Forest,Wisconsin,1511,2032,49
55043,Grant,Wisconsin,8704,9149,313
55045,Green,Wisconsin,7948,7193,197
55047,Green Lake,Wisconsin,2464,5336,74
55049,Iowa,Wisconsin,5937,4480,163
55051,Iron,Wisconsin,1085,1755,34
55053,Jackson,Wisconsin,3631,3812,102
55055,Jefferson,Wisconsin,13876,21443,443
55057,Juneau,Wisconsin,4080,4817,135
55059,Kenosha,Wisconsin,27367,28398,717
55061,Kewaunee,Wisconsin,3379,5676,79
55063,La Crosse,Wisconsin,25429,22321,672
55065,Lafayette,Wisconsin,2982,3191,78
55067,Langlade,Wisconsin,2921,5476,81
55069,Lincoln,Wisconsin,5104,6866,178
55071,Manitowoc,Wisconsin,12563,21044,426
55073,Marathon,Wisconsin,21305,34583,625
55075,Marinette,Wisconsin,6023,9610,155
55077,Marquette,Wisconsin,2629,3611,86
55078,Menominee,Wisconsin,753,215,31
55079,Milwaukee,Wisconsin,231316,132706,4071
55081,Monroe,Wisconsin,6399,8446,243
55083,Oconto,Wisconsin,5657,10300,178
55085,Oneida,Wisconsin,7190,9852,272
55087,Outagamie,Wisconsin,29503,44543,899
55089,Ozaukee,Wisconsin,13696,32696,349
55091,Pepin,Wisconsin,1333,1791,39
55093,Pierce,Wisconsin,6666,7760,211
55095,Polk,Wisconsin,6516,9345,207
55097,Portage,Wisconsin,15283,14650,425
55099,Price,Wisconsin,2700,3725,77
55101,Racine,Wisconsin,35769,42944,868
55103,Richland,Wisconsin,3315,3435,86
55105,Rock,Wisconsin,32523,24993,932
55107,Rusk,Wisconsin,2286,3502,100
55111,Sauk,Wisconsin,13041,12222,346
55113,Sawyer,Wisconsin,3029,3721,76
55115,Shawano,Wisconsin,5730,10937,171
55117,Sheboygan,Wisconsin,17955,31728,549
55109,St. Croix,Wisconsin,13231,20066,463
55119,Taylor,Wisconsin,2248,5406,90
55121,Trempealeau,Wisconsin,4974,5617,140
55123,Vernon,Wisconsin,5932,5687,152
55125,Vilas,Wisconsin,4240,6942,135
55127,Walworth,Wisconsin,13809,25415,488
55129,Washburn,Wisconsin,3074,3945,73
55131,Washington,Wisconsin,15507,50278,478
55133,Waukesha,Wisconsin,54500,147266,1482
55135,Waupaca,Wisconsin,7471,13130,197
55137,Waushara,Wisconsin,3609,6100,100
55139,Winnebago,Wisconsin,30258,37894,1061
55141,Wood,Wisconsin,12861,17820,420
56001,Albany,Wyoming,4885,4520,926
56003,Big Horn,Wyoming,545,2717,831
56005,Campbell,Wyoming,1267,7667,1658
56007,Carbon,Wyoming,1164,2948,427
56009,Converse,Wyoming,823,2572,805
56011,Crook,Wyoming,304,1970,481
56013,Fremont,Wyoming,4126,6655,1431
56015,Goshen,Wyoming,1066,2494,692
56017,Hot Springs,Wyoming,536,1155,317
56019,Johnson,Wyoming,812,2179,297
56021,Laramie,Wyoming,7780,14270,3753
56023,Lincoln,Wyoming,867,4045,855
56025,Natrona,Wyoming,5796,12454,2820
56027,Niobrara,Wyoming,167,579,290
56029,Park,Wyoming,1518,6163,1780
56031,Platte,Wyoming,915,1857,752
56033,Sheridan,Wyoming,2311,6400,818
56035,Sublette,Wyoming,968,1757,484
56037,Sweetwater,Wyoming,3857,6431,989
56039,Teton,Wyoming,3573,3998,367
56041,Uinta,Wyoming,1620,3251,822
56043,Washakie,Wyoming,500,2041,302
56045,Weston,Wyoming,352,1577,528
