fipscode,county,state,dem_votes,rep_votes,other_votes
13077,Coweta,Georgia,16908,40471,692
20035,Cowley,Kansas,4221,5165,1143
50019,Craftsbury,Vermont,297,251,20
40035,Craig,Oklahoma,1713,2863,164
05031,Craighead,Arkansas,7407,17313,1358
23009,Cranberry Isles,Massachusetts,91,34,9
48103,Crane,Texas,197,842,8
44007,Cranston,Rhode Island,12687,16651,2052
05033,Crawford,Arkansas,3120,13200,540
13079,Crawford,Georgia,1302,3595,37
19047,Crawford,Hawaii,1735,3579,108
17033,Crawford,Illinois,2105,3996,752
20037,Crawford,Kansas,6294,5662,922
23029,Crawford,Massachusetts,15,39,3
26039,Crawford,Michigan,2367,3613,279
39033,Crawford,Ohio,4202,9786,520
42039,Crawford,Pennsylvania,12137,17859,548
55023,Crawford,Wisconsin,3354,3117,133
40037,Creek,Oklahoma,7048,14870,775
01041,Crenshaw,Alabama,1522,3873,6
13081,Crisp,Georgia,2577,4445,28
05035,Crittenden,Arkansas,5833,5775,310
47033,Crockett,Tennessee,1173,3274,37
48105,Crockett,Texas,333,921,12
09007,Cromwell,Connecticut,2890,3332,658
41013,Crook,Oregon,2285,8516,735
56011,Crook,Wyoming,358,2575,155
48107,Crosby,Texas,392,1005,20
05037,Cross,Arkansas,1498,4108,188
27035,Crow Wing,Minnesota,11866,18176,1268
08025,Crowley,Colorado,400,888,100
33019,Croydon,Nebraska,109,220,5
23003,Crystal,Massachusetts,26,75,11
48109,Culberson,Texas,422,324,11
01043,Cullman,Alabama,4309,24361,43
17035,Cumberland,Illinois,969,2809,543
23005,Cumberland,Massachusetts,2967,1909,207
42041,Cumberland,Pennsylvania,52807,49496,2175
44007,Cumberland,Rhode Island,7033,5349,1611
47035,Cumberland,Tennessee,5396,18217,216
31039,Cuming,Nebraska,697,2682,
41015,Curry,Oregon,4141,6474,918
23013,Cushing,Massachusetts,342,359,32
08027,Custer,Colorado,895,1869,99
16037,Custer,Idaho,545,1518,61
31041,Custer,Nebraska,778,3861,
40039,Custer,Oklahoma,2715,5239,334
46033,Custer,South Dakota,1547,2789,73
23029,Cutler,Massachusetts,79,153,10
39035,Cuyahoga,Ohio,323276,150848,11510
23003,Cyr Plt.,Massachusetts,17,26,5
13083,Dade,Georgia,884,4508,70
27037,Dakota,Minnesota,111429,87266,8076
31043,Dakota,Nebraska,1841,2701,
01045,Dale,Alabama,3731,10528,47
48111,Dallam,Texas,129,985,8
01047,Dallas,Alabama,9968,4542,6
05039,Dallas,Arkansas,773,1316,26
19049,Dallas,Hawaii,19804,21189,751
48113,Dallas,Texas,425208,283659,15030
23007,Dallas Plt.,Massachusetts,92,80,8
33007,Dalton,Nebraska,140,232,11
23015,Damariscotta,Massachusetts,749,373,64
09001,Danbury,Connecticut,11387,8951,1241
33013,Danbury,Nebraska,191,305,11
50021,Danby,Vermont,149,315,41
55025,Dane,Wisconsin,220053,69206,5364
23029,Danforth,Massachusetts,79,180,25
33015,Danville,Nebraska,623,1204,32
50005,Danville,Vermont,351,752,33
09001,Darien,Connecticut,3516,5931,314
39037,Darke,Ohio,3820,15161,671
45031,Darlington,South Carolina,11436,11871,8
42043,Dauphin,Pennsylvania,64045,42436,2068
47037,Davidson,Tennessee,152441,78286,13801
19051,Davis,Hawaii,1002,2070,69
46035,Davison,South Dakota,3398,3779,97
31045,Dawes,Nebraska,1188,2179,
13085,Dawson,Georgia,1519,9953,109
31047,Dawson,Nebraska,1706,4558,
48115,Dawson,Texas,739,2240,30
46037,Day,South Dakota,1531,1207,39
23031,Dayton,Massachusetts,347,603,63
48123,De Witt,Texas,942,5115,62
48117,Deaf Smith,Texas,957,2788,28
23029,Deblois,Massachusetts,7,18,1
13087,Decatur,Georgia,3615,5492,39
19053,Decatur,Hawaii,1008,1872,76
20039,Decatur,Kansas,287,736,106
47039,Decatur,Tennessee,937,2844,83
23009,Dedham,Massachusetts,410,472,56
09007,Deep River,Connecticut,1128,1040,212
23009,Deer Isle,Massachusetts,648,357,45
33015,Deerfield,Nebraska,875,1369,46
33011,Deering,Nebraska,309,486,15
39039,Defiance,Ohio,4649,8834,470
01049,DeKalb,Alabama,4087,17316,87
13089,DeKalb,Georgia,261042,48923,2776
17037,DeKalb,Illinois,17016,16181,3009
47041,DeKalb,Tennessee,1737,4176,44
06015,Del Norte,California,3441,4887,
19055,Delaware,Hawaii,2667,4779,227
39041,Delaware,Ohio,39655,53674,1915
40041,Delaware,Oklahoma,4114,8543,444
42045,Delaware,Pennsylvania,167211,80576,2856
08029,Delta,Colorado,4817,9699,610
26041,Delta,Michigan,6991,9061,378
48119,Delta,Texas,301,1606,29
23017,Denmark,Massachusetts,281,318,35
23025,Dennistown Plt.,Massachusetts,4,13,0
23029,Dennysville,Massachusetts,105,115,23
48121,Denton,Texas,113808,174472,6194
08031,Denver,Colorado,238762,60151,9605
09009,Derby,Connecticut,1687,2291,324
50019,Derby,Vermont,483,1251,55
33015,Derry,Nebraska,4605,6632,194
19057,Des Moines,Hawaii,8038,6827,287
41017,Deschutes,Oregon,40676,49983,5440
05041,Desha,Arkansas,1560,1833,76
12027,DeSoto,Florida,3059,5663,180
23025,Detroit,Massachusetts,135,161,22
31049,Deuel,Nebraska,127,585,
46039,Deuel,South Dakota,893,1053,43
40043,Dewey,Oklahoma,315,1404,49
46041,Dewey,South Dakota,1430,393,18
17039,DeWitt,Illinois,1539,3981,641
23019,Dexter,Massachusetts,543,764,81
48125,Dickens,Texas,96,656,6
19059,Dickinson,Hawaii,3134,5564,145
20041,Dickinson,Kansas,2265,3790,707
26043,Dickinson,Michigan,4119,6914,300
47043,Dickson,Tennessee,5202,11413,91
45033,Dillon,South Carolina,4141,4052,1
48127,Dimmit,Texas,1787,1042,22
23017,Dixfield,Massachusetts,353,535,95
12029,Dixie,Florida,1008,4663,130
23019,Dixmont,Massachusetts,239,320,35
31051,Dixon,Nebraska,581,1666,
33007,Dixville,Nebraska,2,2,1
13091,Dodge,Georgia,1817,5220,24
27039,Dodge,Minnesota,3773,5037,318
31053,Dodge,Nebraska,4633,7457,
55027,Dodge,Wisconsin,13552,23516,742
08033,Dolores,Colorado,270,868,46
20043,Doniphan,Kansas,749,1699,151
48129,Donley,Texas,134,1130,20
13093,Dooly,Georgia,1782,2001,12
55029,Door,Wisconsin,8151,8536,292
24019,Dorchester,Maryland,3043,9205,119
33009,Dorchester,Nebraska,44,105,8
45035,Dorchester,South Carolina,23275,27563,58
50003,Dorset,Vermont,392,610,46
13095,Dougherty,Georgia,21980,9330,115
08035,Douglas,Colorado,71573,99123,5945
13097,Douglas,Georgia,33053,21744,458
17041,Douglas,Illinois,1416,4223,722
20045,Douglas,Kansas,36678,10154,2686
27041,Douglas,Minnesota,6643,10901,501
31055,Douglas,Nebraska,108235,96120,
41019,Douglas,Oregon,11824,32413,5001
46043,Douglas,South Dakota,363,1120,13
55031,Douglas,Wisconsin,11034,7252,473
33017,Dover,Nebraska,8054,5878,219
50025,Dover,Vermont,258,363,41
23021,Dover-Foxcroft,Massachusetts,725,880,117
23015,Dresden,Massachusetts,423,458,51
05043,Drew,Arkansas,1606,3658,133
23019,Drew Plt.,Massachusetts,4,17,0
33005,Dublin,Nebraska,506,371,14
19061,Dubuque,Hawaii,21108,20532,1120
33007,Dummer,Nebraska,59,63,2
50025,Dummerston,Vermont,636,337,50
33013,Dunbarton,Nebraska,522,938,9
31057,Dundy,Nebraska,119,654,
55033,Dunn,Wisconsin,8667,9255,535
17043,DuPage,Illinois,176556,168347,20131
09007,Durham,Connecticut,1421,2165,344
23001,Durham,Massachusetts,926,1141,113
33017,Durham,Nebraska,4806,1618,126
12031,Duval,Florida,196612,179902,3434
48131,Duval,Texas,2457,1479,22
50023,Duxbury,Vermont,250,406,18
47045,Dyer,Tennessee,2431,8515,161
23003,Dyer Brook,Massachusetts,40,60,8
08037,Eagle,Colorado,13802,7804,720
23003,Eagle Lake,Massachusetts,173,157,26
13099,Early,Georgia,1840,2285,10
09003,East Granby,Connecticut,983,1317,281
44003,East Greenwich,Rhode Island,3447,2657,559
09007,East Haddam,Connecticut,1858,2336,480
09007,East Hampton,Connecticut,2460,3241,654
09003,East Hartford,Connecticut,9302,4447,1233
09009,East Haven,Connecticut,3954,5799,626
50009,East Haven,Vermont,26,76,9
33015,East Kingston,Nebraska,466,820,16
09011,East Lyme,Connecticut,4633,3953,710
23029,East Machias,Massachusetts,270,309,31
23019,East Millinocket,Massachusetts,363,368,39
50023,East Montpelier,Vermont,617,716,31
44007,East Providence,Rhode Island,9974,5084,1994
09003,East Windsor,Connecticut,1772,2220,426
23009,Eastbrook,Massachusetts,50,93,13
09015,Eastford,Connecticut,279,482,92
48133,Eastland,Texas,708,5434,57
09001,Easton,Connecticut,1729,2126,151
23003,Easton,Massachusetts,184,337,50
33009,Easton,Nebraska,129,57,5
23029,Eastport,Massachusetts,411,226,39
26045,Eaton,Michigan,27003,22438,1665
33003,Eaton,Nebraska,131,119,2
55035,Eau Claire,Wisconsin,26768,20855,1210
13101,Echols,Georgia,126,1008,9
48135,Ector,Texas,8211,21934,412
23019,Eddington,Massachusetts,399,630,79
50015,Eden,Vermont,113,279,8
17045,Edgar,Illinois,1637,3820,630
23015,Edgecomb,Massachusetts,377,297,31
45037,Edgefield,South Carolina,3747,5636,9
23019,Edinburg,Massachusetts,24,41,2
46045,Edmunds,South Dakota,671,1018,19
17047,Edwards,Illinois,453,1745,189
20047,Edwards,Kansas,307,692,143
48137,Edwards,Texas,100,635,7
13103,Effingham,Georgia,5145,17969,257
17049,Effingham,Illinois,2840,9767,1631
33003,Effingham,Nebraska,246,371,9
06017,El Dorado,California,36297,53140,
08041,El Paso,Colorado,109154,155006,12132
48141,El Paso,Texas,134181,62749,3699
08039,Elbert,Colorado,3242,10859,517
13105,Elbert,Georgia,2194,5152,42
02901,Electoral District 1,Alaska,2768,2568,275
02910,Electoral District 10,Alaska,3898,2322,242
02911,Electoral District 11,Alaska,2556,1435,167
02912,Electoral District 12,Alaska,1406,2184,185
02913,Electoral District 13,Alaska,4051,1955,273
02914,Electoral District 14,Alaska,4398,3146,268
02915,Electoral District 15,Alaska,3469,3998,254
02916,Electoral District 16,Alaska,2841,2927,220
02917,Electoral District 17,Alaska,3772,4478,275
02918,Electoral District 18,Alaska,3638,3522,231
02919,Electoral District 19,Alaska,3509,4453,246
02902,Electoral District 2,Alaska,2142,5916,260
02920,Electoral District 20,Alaska,3900,3779,245
02921,Electoral District 21,Alaska,4930,5290,321
02922,Electoral District 22,Alaska,2472,5684,359
02923,Electoral District 23,Alaska,1341,4395,263
02924,Electoral District 24,Alaska,2169,5383,361
02925,Electoral District 25,Alaska,4251,5114,429
02926,Electoral District 26,Alaska,3280,2700,380
02927,Electoral District 27,Alaska,6301,2750,393
02928,Electoral District 28,Alaska,4643,3977,363
02929,Electoral District 29,Alaska,4212,3355,486
02903,Electoral District 3,Alaska,2482,5733,284
02930,Electoral District 30,Alaska,2902,4050,384
02931,Electoral District 31,Alaska,2893,1520,296
02932,Electoral District 32,Alaska,3600,1323,381
02933,Electoral District 33,Alaska,3739,1459,469
02934,Electoral District 34,Alaska,4692,3659,363
02935,Electoral District 35,Alaska,2359,1450,357
02936,Electoral District 36,Alaska,3532,3160,287
02937,Electoral District 37,Alaska,2687,4085,350
02938,Electoral District 38,Alaska,1735,5391,208
02939,Electoral District 39,Alaska,1472,5743,226
02904,Electoral District 4,Alaska,2270,6019,221
02940,Electoral District 40,Alaska,2346,5484,333
02905,Electoral District 5,Alaska,1605,3212,189
02906,Electoral District 6,Alaska,3142,5229,301
02907,Electoral District 7,Alaska,1729,1716,176
02908,Electoral District 8,Alaska,3298,2780,229
02909,Electoral District 9,Alaska,3309,2287,214
23031,Eliot,Massachusetts,2044,1398,195
20049,Elk,Kansas,277,669,111
42047,Elk,Pennsylvania,4206,6918,177
09013,Ellington,Connecticut,2733,4031,701
20051,Ellis,Kansas,4243,5138,1066
40045,Ellis,Oklahoma,236,1186,55
48139,Ellis,Texas,15879,43647,975
20053,Ellsworth,Kansas,840,1168,293
23009,Ellsworth,Massachusetts,1747,1698,223
33009,Ellsworth,Nebraska,30,21,1
01051,Elmore,Alabama,7722,21752,31
16039,Elmore,Idaho,2253,4582,196
50015,Elmore,Vermont,230,264,13
13107,Emanuel,Georgia,2278,5400,38
23025,Embden,Massachusetts,174,235,28
19063,Emmet,Hawaii,1383,2298,88
26047,Emmet,Michigan,7788,9539,555
09003,Enfield,Connecticut,6333,7727,1630
23019,Enfield,Massachusetts,225,368,43
33009,Enfield,Nebraska,1102,847,30
50011,Enosburgh,Vermont,262,751,54
33015,Epping,Nebraska,1238,1862,44
33013,Epsom,Nebraska,682,1288,20
48143,Erath,Texas,2073,10356,167
39043,Erie,Ohio,14494,14577,1207
42049,Erie,Pennsylvania,60790,39387,1534
33007,Errol,Nebraska,52,109,2
01053,Escambia,Alabama,4035,8098,
12033,Escambia,Florida,52835,74719,1813
09007,Essex,Connecticut,1873,1777,332
50007,Essex,Vermont,3729,5828,249
23019,Etna,Massachusetts,176,323,24
01055,Etowah,Alabama,10513,24041,92
23007,Eustis,Massachusetts,134,180,28
13109,Evans,Georgia,1040,2392,15
23019,Exeter,Massachusetts,154,248,37
33015,Exeter,Nebraska,4405,3344,72
44009,Exeter,Rhode Island,1213,1420,343
50021,Fair Haven,Vermont,201,568,186
50011,Fairfax,Vermont,648,1363,65
09001,Fairfield,Connecticut,13844,12492,1384
23025,Fairfield,Massachusetts,1178,1238,150
39045,Fairfield,Ohio,22702,35445,1612
45039,Fairfield,South Carolina,5865,3409,5
50011,Fairfield,Vermont,246,593,31
50017,Fairlee,Vermont,205,241,13
46047,Fall River,South Dakota,1065,2059,68
48145,Falls,Texas,1286,3344,39
23005,Falmouth,Massachusetts,4413,2791,307
13111,Fannin,Georgia,1809,9306,103
48147,Fannin,Texas,1767,8856,131
27043,Faribault,Minnesota,2627,3495,242
23011,Farmingdale,Massachusetts,676,630,98
09003,Farmington,Connecticut,5672,5821,1259
23007,Farmington,Massachusetts,2019,1137,58
33017,Farmington,Nebraska,784,1410,50
46049,Faulk,South Dakota,388,674,13
05045,Faulkner,Arkansas,11689,25643,1227
01057,Fayette,Alabama,2025,5455,9
13113,Fayette,Georgia,24796,32497,705
19065,Fayette,Hawaii,3446,4528,257
17051,Fayette,Illinois,1951,4407,1457
23011,Fayette,Massachusetts,336,300,35
39047,Fayette,Ohio,2381,5955,205
42051,Fayette,Pennsylvania,19791,20471,647
47047,Fayette,Tennessee,4943,11883,248
48149,Fayette,Texas,1777,8576,108
50023,Fayston,Vermont,318,402,23
47049,Fentress,Tennessee,1255,5043,91
50001,Ferrisburg,Vermont,496,888,34
27045,Fillmore,Minnesota,4607,4797,300
31059,Fillmore,Nebraska,752,1790,
20055,Finney,Kansas,3192,3891,1597
48151,Fisher,Texas,310,1161,17
33005,Fitzwilliam,Nebraska,484,498,19
12035,Flagler,Florida,21183,30951,682
50011,Fletcher,Vermont,222,357,18
45041,Florence,South Carolina,22533,22947,36
55037,Florence,Wisconsin,643,1503,35
13115,Floyd,Georgia,8445,21569,324
19067,Floyd,Hawaii,2812,3366,140
48153,Floyd,Texas,412,1448,17
48155,Foard,Texas,101,331,4
55039,Fond du Lac,Wisconsin,16439,27941,806
17053,Ford,Illinois,971,3495,513
20057,Ford,Kansas,2582,3574,959
42053,Forest,Pennsylvania,746,1159,33
55041,Forest,Wisconsin,1486,2421,75
13117,Forsyth,Georgia,26092,65845,1361
48157,Fort Bend,Texas,125374,125867,3613
23003,Fort Fairfield,Massachusetts,507,688,150
23003,Fort Kent,Massachusetts,804,741,101
44007,Foster,Rhode Island,781,1091,253
33011,Francestown,Nebraska,409,482,14
33009,Franconia,Nebraska,406,225,7
23027,Frankfort,Massachusetts,190,294,40
01059,Franklin,Alabama,2336,6465,22
05047,Franklin,Arkansas,916,4204,175
09011,Franklin,Connecticut,360,505,106
12037,Franklin,Florida,1790,3508,122
13119,Franklin,Georgia,1036,7051,61
19069,Franklin,Hawaii,1379,2647,83
16041,Franklin,Idaho,416,3228,189
17055,Franklin,Illinois,5227,7922,2085
20059,Franklin,Kansas,3806,4742,828
23009,Franklin,Massachusetts,273,327,44
31061,Franklin,Nebraska,254,1109,
33013,Franklin,Nebraska,1085,1657,48
39049,Franklin,Ohio,310205,166057,11089
42055,Franklin,Pennsylvania,18447,35634,841
47051,Franklin,Tennessee,4413,9432,88
48159,Franklin,Texas,537,3359,59
50011,Franklin,Vermont,147,373,21
23007,Franklin Cty Townships,Massachusetts,19,14,2
24021,Frederick,Maryland,33355,72560,1304
27047,Freeborn,Minnesota,6846,6651,473
23027,Freedom,Massachusetts,166,178,29
33003,Freedom,Nebraska,347,443,10
23005,Freeport,Massachusetts,3289,1525,233
48161,Freestone,Texas,1143,5336,60
08043,Fremont,Colorado,6022,12574,985
19071,Fremont,Hawaii,992,1956,64
16043,Fremont,Idaho,841,3798,145
33015,Fremont,Nebraska,661,1350,35
56013,Fremont,Wyoming,4299,9251,808
23009,Frenchboro,Massachusetts,6,15,3
23003,Frenchville,Massachusetts,221,216,22
06019,Fresno,California,124332,128974,
23013,Friendship,Massachusetts,268,338,28
48163,Frio,Texas,1739,1844,51
31063,Frontier,Nebraska,191,857,
23005,Frye Island,Massachusetts,29,30,4
23017,Fryeburg,Massachusetts,787,605,114
05049,Fulton,Arkansas,900,2829,103
13121,Fulton,Georgia,306589,112991,4208
17057,Fulton,Illinois,5650,5070,1831
39051,Fulton,Ohio,5275,10467,565
42057,Fulton,Pennsylvania,1047,4219,57
31065,Furnas,Nebraska,371,1767,
12039,Gadsden,Florida,13712,6200,146
31067,Gage,Nebraska,3092,5250,
48165,Gaines,Texas,475,3305,53
17059,Gallatin,Illinois,779,1046,240
39053,Gallia,Ohio,2707,6820,200
48167,Galveston,Texas,39314,72104,2017
31069,Garden,Nebraska,186,818,
23011,Gardiner,Massachusetts,1362,1036,176
08045,Garfield,Colorado,11791,11436,831
31071,Garfield,Nebraska,131,666,
40047,Garfield,Oklahoma,5613,11008,754
23003,Garfield Plt.,Massachusetts,11,19,4
05051,Garland,Arkansas,8865,21969,933
23019,Garland,Massachusetts,145,271,25
24023,Garrett,Maryland,1395,9472,141
40049,Garvin,Oklahoma,2510,5140,269
48169,Garza,Texas,186,1078,13
20061,Geary,Kansas,2703,2769,697
39055,Geauga,Ohio,15887,25468,1218
16045,Gem,Idaho,1572,5438,131
26049,Genesee,Michigan,100073,63537,4935
01061,Geneva,Alabama,1220,7784,15
23023,Georgetown,Massachusetts,407,260,24
45043,Georgetown,South Carolina,11760,14083,15
50011,Georgia,Vermont,495,1497,59
47053,Gibson,Tennessee,4474,11402,215
12041,Gilchrist,Florida,1282,5975,109
23017,Gilead,Massachusetts,40,50,12
47055,Giles,Tennessee,2750,6730,121
33001,Gilford,Nebraska,1399,2299,34
48171,Gillespie,Texas,2030,10351,164
41021,Gilliam,Oregon,218,691,84
33001,Gilmanton,Nebraska,593,1116,28
13123,Gilmer,Georgia,1917,10471,122
08047,Gilpin,Colorado,1809,1407,152
33005,Gilsum,Nebraska,164,194,7
12043,Glades,Florida,1095,2647,88
26051,Gladwin,Michigan,4155,6512,338
13125,Glascock,Georgia,107,1189,5
48173,Glasscock,Texas,36,515,2
09003,Glastonbury,Connecticut,8018,7839,2055
23019,Glenburn,Massachusetts,806,1097,121
06021,Glenn,California,2424,5908,
23003,Glenwood Plt.,Massachusetts,0,0,0
44007,Glocester,Rhode Island,1514,2302,511
50019,Glover,Vermont,184,325,12
13127,Glynn,Georgia,11636,20743,269
33011,Goffstown,Nebraska,2932,4183,97
26053,Gogebic,Michigan,3312,3003,192
48175,Goliad,Texas,617,2397,48
48177,Gonzales,Texas,1170,4393,52
27049,Goodhue,Minnesota,10471,11668,952
16047,Gooding,Idaho,1110,3209,103
13129,Gordon,Georgia,3046,14586,172
23005,Gorham,Massachusetts,4039,4424,390
33007,Gorham,Nebraska,567,579,20
09005,Goshen,Connecticut,550,1015,128
33019,Goshen,Nebraska,115,209,2
50001,Goshen,Vermont,57,51,3
56015,Goshen,Wyoming,957,3568,280
31073,Gosper,Nebraska,150,685,
23009,Gouldsboro,Massachusetts,402,454,39
20063,Gove,Kansas,256,720,120
13131,Grady,Georgia,2704,5633,33
40051,Grady,Oklahoma,5281,11173,694
33009,Grafton,Nebraska,205,329,15
50025,Grafton,Vermont,121,176,13
20065,Graham,Kansas,284,671,125
47057,Grainger,Tennessee,1285,5476,77
09003,Granby,Connecticut,2232,2992,670
50009,Granby,Vermont,6,28,3
08049,Grand,Colorado,3596,3837,312
23003,Grand Isle,Massachusetts,97,68,16
50013,Grand Isle,Vermont,312,716,40
23029,Grand Lake Stream Plt,Massachusetts,28,46,7
26055,Grand Traverse,Michigan,23220,24031,1550
05053,Grant,Arkansas,898,4524,127
20067,Grant,Kansas,451,1096,288
27051,Grant,Minnesota,1287,1710,118
31075,Grant,Nebraska,42,260,
40053,Grant,Oklahoma,378,1250,76
41023,Grant,Oregon,649,2923,281
46051,Grant,South Dakota,1388,1780,52
55043,Grant,Wisconsin,9665,9502,430
33019,Grantham,Nebraska,1087,731,25
50001,Granville,Vermont,62,58,8
26057,Gratiot,Michigan,6170,7690,493
20069,Gray,Kansas,347,1138,306
23005,Gray,Massachusetts,1794,2135,231
48179,Gray,Texas,551,5330,67
48181,Grayson,Texas,9857,32562,608
23009,Great Pond,Massachusetts,13,23,0
20071,Greeley,Kansas,118,313,67
31077,Greeley,Nebraska,251,752,
55045,Green,Wisconsin,9378,7333,379
55047,Green Lake,Wisconsin,2633,5411,140
23019,Greenbush,Massachusetts,151,347,20
01063,Greene,Alabama,3506,661,1
05055,Greene,Arkansas,2088,8275,590
13133,Greene,Georgia,3093,5856,46
19073,Greene,Hawaii,1675,2326,97
17061,Greene,Illinois,1026,1844,1496
23001,Greene,Massachusetts,620,1249,151
39057,Greene,Ohio,24557,42173,2184
42059,Greene,Pennsylvania,5844,6381,223
47059,Greene,Tennessee,4169,16196,205
33011,Greenfield,Nebraska,349,375,19
33015,Greenland,Nebraska,1067,1249,18
(blank),Green's Grant,Nebraska,0,1,0
50019,Greensboro,Vermont,166,175,11
23021,Greenville,Massachusetts,366,507,56
33011,Greenville,Nebraska,287,365,15
45045,Greenville,South Carolina,74007,102195,369
09001,Greenwich,Connecticut,12664,13803,862
20073,Greenwood,Kansas,653,1214,268
23017,Greenwood,Massachusetts,180,183,29
45047,Greenwood,South Carolina,9140,13973,34
40055,Greer,Oklahoma,469,946,58
48183,Gregg,Texas,10015,25558,408
46053,Gregory,South Dakota,1029,1107,17
48185,Grimes,Texas,1858,6684,102
09011,Griswold,Connecticut,1558,2449,474
09011,Groton,Connecticut,6399,5280,1242
33009,Groton,Nebraska,95,166,9
50005,Groton,Vermont,96,289,24
19075,Grundy,Hawaii,1875,3785,104
17063,Grundy,Illinois,7319,10184,1805
47061,Grundy,Tennessee,1007,2699,49
48187,Guadalupe,Texas,17265,36284,854
39059,Guernsey,Ohio,3965,8242,435
50009,Guildhall,Vermont,28,75,4
09009,Guilford,Connecticut,6518,5223,740
23021,Guilford,Massachusetts,213,288,31
50025,Guilford,Vermont,624,351,59
12045,Gulf,Florida,1511,4265,120
08051,Gunnison,Colorado,5526,2927,332
19077,Guthrie,Hawaii,1738,3169,130
13135,Gwinnett,Georgia,178097,132998,3823
46055,Haakon,South Dakota,196,734,15
13137,Habersham,Georgia,2417,12944,139
09007,Haddam,Connecticut,1722,2424,437
01065,Hale,Alabama,4206,2361,5
48189,Hale,Texas,1727,5532,114
(blank),Hale's Location,Nebraska,29,86,1
50025,Halifax,Vermont,162,160,28
13139,Hall,Georgia,17187,49442,777
31079,Hall,Nebraska,5661,11069,
48191,Hall,Texas,142,815,7
23011,Hallowell,Massachusetts,1044,361,61
47063,Hamblen,Tennessee,4063,13197,133
09009,Hamden,Connecticut,15510,7238,1395
12047,Hamilton,Florida,1591,2908,53
19079,Hamilton,Hawaii,2560,3703,123
17065,Hamilton,Illinois,881,2076,474
20075,Hamilton,Kansas,166,373,91
31081,Hamilton,Nebraska,904,3214,
39061,Hamilton,Ohio,181979,148272,9433
47065,Hamilton,Tennessee,57794,74437,1202
48193,Hamilton,Texas,405,2903,30
23003,Hamlin,Massachusetts,34,47,4
46057,Hamlin,South Dakota,923,1764,29
23003,Hammond,Massachusetts,11,18,1
23019,Hampden,Massachusetts,1655,1687,167
33015,Hampstead,Nebraska,1420,2693,31
09015,Hampton,Connecticut,407,407,111
33015,Hampton,Nebraska,3737,4593,69
45049,Hampton,South Carolina,4051,2558,15
33015,Hampton Falls,Nebraska,471,815,16
13141,Hancock,Georgia,2666,872,10
19081,Hancock,Hawaii,1464,3257,102
17067,Hancock,Illinois,1950,4255,725
23009,Hancock,Massachusetts,469,565,54
33011,Hancock,Nebraska,626,451,11
39063,Hancock,Ohio,8427,19112,887
47067,Hancock,Tennessee,331,1447,22
50001,Hancock,Vermont,43,86,9
23009,Hancock Cty Townships,Massachusetts,5,9,1
46059,Hand,South Dakota,683,950,29
23017,Hanover,Massachusetts,70,70,7
33009,Hanover,Nebraska,5032,1066,34
48195,Hansford,Texas,118,1548,25
46061,Hanson,South Dakota,647,945,18
13143,Haralson,Georgia,1219,9278,88
12049,Hardee,Florida,1802,4486,110
47069,Hardeman,Tennessee,3336,4060,116
48197,Hardeman,Texas,154,997,6
19083,Hardin,Hawaii,2689,4407,154
17069,Hardin,Illinois,558,835,229
39065,Hardin,Ohio,2714,6309,391
47071,Hardin,Tennessee,1603,6410,187
48199,Hardin,Texas,2327,17528,155
46063,Harding,South Dakota,174,505,7
50005,Hardwick,Vermont,415,680,43
24025,Harford,Maryland,24012,85259,1308
31083,Harlan,Nebraska,273,1231,
40057,Harmon,Oklahoma,277,443,26
23025,Harmony,Massachusetts,122,229,28
41025,Harney,Oregon,584,2722,241
20077,Harper,Kansas,570,1243,233
40059,Harper,Oklahoma,214,948,48
23005,Harpswell,Massachusetts,1788,1210,149
23029,Harrington,Massachusetts,126,231,20
13145,Harris,Georgia,4021,11834,131
48201,Harris,Texas,628804,559819,18094
19085,Harrison,Hawaii,1912,3931,157
23005,Harrison,Massachusetts,523,607,94
39067,Harrison,Ohio,1780,3851,194
48203,Harrison,Texas,5562,16747,257
33005,Harrisville,Nebraska,449,174,1
13147,Hart,Georgia,2178,7370,74
09003,Hartford,Connecticut,19422,2079,1525
23017,Hartford,Massachusetts,156,258,114
50027,Hartford,Vermont,2006,2133,202
09003,Hartland,Connecticut,275,707,103
23025,Hartland,Massachusetts,208,410,51
50027,Hartland,Vermont,667,862,76
48205,Hartley,Texas,125,1491,7
33003,Harts Location,Nebraska,15,19,0
20079,Harvey,Kansas,6450,5872,1400
09005,Harwinton,Connecticut,881,1897,246
20081,Haskell,Kansas,287,681,166
40061,Haskell,Oklahoma,1246,2348,107
48207,Haskell,Texas,267,1387,14
33009,Haverhill,Nebraska,617,1000,35
15001,Hawaii,Hawaii,38301,17953,2363
47073,Hawkins,Tennessee,3202,14069,173
31085,Hayes,Nebraska,42,353,
23003,Haynesville,Massachusetts,10,36,4
48209,Hays,Texas,39486,37895,2144
47075,Haywood,Tennessee,3269,2522,70
13149,Heard,Georgia,654,3374,27
09013,Hebron,Connecticut,1902,2500,498
23017,Hebron,Massachusetts,207,318,87
33009,Hebron,Nebraska,123,258,2
48211,Hemphill,Texas,152,1199,14
05057,Hempstead,Arkansas,1554,3312,105
17071,Henderson,Illinois,940,1488,224
47077,Henderson,Tennessee,1642,6922,76
48213,Henderson,Texas,4622,21775,306
12051,Hendry,Florida,3516,5177,180
27053,Hennepin,Minnesota,422618,182128,21916
33013,Henniker,Nebraska,1057,936,33
01067,Henry,Alabama,2045,4655,14
