fipscode,county,state,dem_votes,rep_votes,other_votes
06005,Amador,California,6750,8511,992
06007,Butte,California,32789,37557,5706
06009,Calaveras,California,7737,10655,1415
06011,Colusa,California,1878,3063,286
06013,Contra Costa,California,211125,123606,13420
06015,Del Norte,California,4093,3373,724
06017,El Dorado,California,29826,43417,4124
06019,Fresno,California,85743,104780,10129
06021,Glenn,California,2407,4841,682
06023,Humboldt,California,28464,18277,3855
06025,Imperial,California,16019,9118,1734
06027,Inyo,California,3008,3406,552
06029,Kern,California,63347,96249,13068
06031,Kings,California,10607,13868,1849
06033,Lake,California,11004,8455,1685
06035,Lassen,California,3895,4632,718
06037,Los Angeles,California,1455184,749439,116929
06039,Madera,California,12528,19287,2309
06041,Marin,California,80236,30920,2823
06043,Mariposa,California,3077,4513,641
06045,Mendocino,California,20186,9524,2187
06047,Merced,California,21887,23021,2924
06049,Modoc,California,1001,2444,324
06051,Mono,California,2028,2079,293
06053,Monterey,California,60015,35119,4761
06055,Napa,California,26766,17873,2269
06057,Nevada,California,20740,22545,2372
06059,Orange,California,328663,499878,51396
06061,Placer,California,54576,81410,6857
06063,Plumas,California,3444,5168,591
06065,Riverside,California,206398,244659,32319
06067,Sacramento,California,239599,162369,20340
06069,San Benito,California,8304,6993,820
06071,San Bernardino,California,197578,202217,35407
06073,San Diego,California,399845,452205,56172
06075,San Francisco,California,219330,49151,9685
06077,San Joaquin,California,77623,71999,9245
06079,San Luis Obispo,California,47663,52056,5933
06081,San Mateo,California,145970,69212,7064
06083,Santa Barbara,California,65011,59615,6985
06085,Santa Clara,California,314022,178695,19641
06087,Santa Cruz,California,67107,24390,4754
06089,Shasta,California,20797,39702,4777
06091,Sierra,California,635,1042,150
06093,Siskiyou,California,7274,9839,1265
06095,Solano,California,69597,43323,5470
06097,Sonoma,California,119079,55472,9499
06099,Stanislaus,California,52510,60084,7736
06101,Sutter,California,9614,14346,1637
06103,Tehama,California,6542,11935,1703
06105,Trinity,California,2463,2569,537
06107,Tulare,California,30607,46261,4729
06109,Tuolumne,California,9023,11963,1451
06111,Ventura,California,117800,128082,14058
06113,Yolo,California,37894,19456,2544
06115,Yuba,California,6332,8553,1208
08001,Adams,Colorado,55805,9851,46456
08003,Alamosa,Colorado,2910,887,1180
08005,Arapahoe,Colorado,104147,15011,79008
08007,Archuleta,Colorado,2133,1554,1451
08009,Baca,Colorado,667,512,781
08011,Bent,Colorado,743,314,554
08013,Boulder,Colorado,87878,6772,30836
08014,Broomfield,Colorado,11996,1987,8915
08015,Chaffee,Colorado,4331,1339,2804
08017,Cheyenne,Colorado,237,195,529
08019,Clear Creek,Colorado,2538,278,1778
08021,Conejos,Colorado,1747,598,780
08023,Costilla,Colorado,1032,174,266
08025,Crowley,Colorado,517,245,545
08027,Custer,Colorado,796,478,997
08029,Delta,Colorado,4469,3158,5494
08031,Denver,Colorado,142645,8068,41140
08033,Dolores,Colorado,337,366,310
08035,Douglas,Colorado,46914,12918,57120
08037,Eagle,Colorado,8557,2168,3869
08041,El Paso,Colorado,72107,35160,87187
08039,Elbert,Colorado,2761,1156,7100
08043,Fremont,Colorado,5832,3436,6783
08045,Garfield,Colorado,8624,3242,6085
08047,Gilpin,Colorado,1373,176,1128
08049,Grand,Colorado,3196,831,2550
08051,Gunnison,Colorado,3859,1023,1437
08053,Hinsdale,Colorado,291,139,151
08055,Huerfano,Colorado,1628,476,852
08057,Jackson,Colorado,302,175,292
08059,Jefferson,Colorado,116120,15419,97037
08061,Kiowa,Colorado,204,167,394
08063,Kit Carson,Colorado,941,589,1486
08067,La Plata,Colorado,10869,5186,4337
08065,Lake,Colorado,1243,192,772
08069,Larimer,Colorado,64538,13813,47250
08071,Las Animas,Colorado,3075,902,1549
08073,Lincoln,Colorado,502,296,1085
08075,Logan,Colorado,2697,1210,3669
08077,Mesa,Colorado,19869,9870,24810
08079,Mineral,Colorado,306,138,139
08081,Moffat,Colorado,1021,1393,2198
08083,Montezuma,Colorado,3570,3644,2391
08085,Montrose,Colorado,5459,4079,6284
08087,Morgan,Colorado,2789,1025,4435
08089,Otero,Colorado,2894,1286,2236
08091,Ouray,Colorado,1430,483,694
08093,Park,Colorado,3006,809,3769
08095,Phillips,Colorado,647,363,947
08097,Pitkin,Colorado,5258,943,1056
08099,Prowers,Colorado,1388,712,1667
08101,Pueblo,Colorado,30862,6608,16260
08103,Rio Blanco,Colorado,578,890,1121
08105,Rio Grande,Colorado,2107,892,1461
08107,Routt,Colorado,5932,1413,2117
08109,Saguache,Colorado,1482,398,527
08111,San Juan,Colorado,267,79,112
08113,San Miguel,Colorado,2160,402,442
08115,Sedgwick,Colorado,466,199,454
08117,Summit,Colorado,6455,919,2696
08119,Teller,Colorado,3168,1995,4664
08121,Washington,Colorado,533,375,1399
08123,Weld,Colorado,32056,9652,38110
08125,Yuma,Colorado,1172,764,1974
12001,Alachua,Florida,43933,28129,1899
12003,Baker,Florida,2731,4940,253
12005,Bay,Florida,15689,36512,2796
12007,Bradford,Florida,2983,4850,242
12009,Brevard,Florida,80865,106838,8688
12011,Broward,Florida,271606,140445,8480
12013,Calhoun,Florida,1855,2201,240
12015,Charlotte,Florida,23838,32207,3336
12017,Citrus,Florida,21596,29925,3287
12019,Clay,Florida,17246,44547,1874
12021,Collier,Florida,33408,66960,2465
12023,Columbia,Florida,7068,11089,748
12027,DeSoto,Florida,2887,3667,352
12029,Dixie,Florida,2058,2810,371
12031,Duval,Florida,120097,135074,6614
12033,Escambia,Florida,36873,54607,4436
12035,Flagler,Florida,14430,17711,1335
12037,Franklin,Florida,1945,1938,178
12039,Gadsden,Florida,12067,4324,307
12041,Gilchrist,Florida,1797,3321,264
12043,Glades,Florida,1072,1616,97
12045,Gulf,Florida,1779,2960,297
12047,Hamilton,Florida,1865,1919,207
12049,Hardee,Florida,1881,3116,223
12051,Hendry,Florida,2743,3551,223
12053,Hernando,Florida,25127,30056,3142
12055,Highlands,Florida,11143,17171,1533
12057,Hillsborough,Florida,158995,148429,10142
12059,Holmes,Florida,1636,4067,351
12061,Indian River,Florida,17650,27935,1818
12063,Jackson,Florida,6898,7420,624
12065,Jefferson,Florida,3606,2455,159
12067,Lafayette,Florida,980,1405,117
12069,Lake,Florida,40400,56790,4720
12071,Lee,Florida,68041,107460,6400
12073,Leon,Florida,66477,31328,1898
12075,Levy,Florida,4711,7405,615
12077,Liberty,Florida,1050,1020,125
12079,Madison,Florida,3281,2794,211
12081,Manatee,Florida,44284,57459,4231
12083,Marion,Florida,46449,61978,5934
12085,Martin,Florida,21946,30416,1884
12086,Miami-Dade,Florida,274638,204918,8332
12087,Monroe,Florida,12577,12608,945
12089,Nassau,Florida,7683,18275,863
12091,Okaloosa,Florida,14499,42200,4177
12093,Okeechobee,Florida,3375,4453,387
12095,Orange,Florida,147509,117191,7226
12097,Osceola,Florida,27469,24053,1873
12099,Palm Beach,Florida,223194,151406,9253
12101,Pasco,Florida,59098,70635,6825
12103,Pinellas,Florida,153865,136657,12858
12105,Polk,Florida,68168,85693,6343
12107,Putnam,Florida,8237,12438,767
12113,Santa Rosa,Florida,12371,34523,2849
12115,Sarasota,Florida,66551,73089,5642
12117,Seminole,Florida,59412,68351,4164
12109,St. Johns,Florida,25054,47573,2127
12111,St. Lucie,Florida,38029,34321,3296
12119,Sumter,Florida,14060,25845,1920
12121,Suwannee,Florida,4417,8355,633
12123,Taylor,Florida,2457,3910,261
12125,Union,Florida,1667,1781,130
12127,Volusia,Florida,73765,77039,6640
12129,Wakulla,Florida,5121,5439,426
12131,Walton,Florida,5072,12744,1060
12133,Washington,Florida,2511,4993,502
13001,Appling,Georgia,1430,3514,5266
13003,Atkinson,Georgia,498,922,1484
13005,Bacon,Georgia,689,1718,2515
13007,Baker,Georgia,668,531,1261
13009,Baldwin,Georgia,5689,5133,11584
13011,Banks,Georgia,593,3744,4613
13013,Barrow,Georgia,3401,11920,16875
13015,Bartow,Georgia,5583,16661,24576
13017,Ben Hill,Georgia,1757,2014,4025
13019,Berrien,Georgia,1160,2684,4168
13021,Bibb,Georgia,25048,17765,45539
13023,Bleckley,Georgia,1022,2202,3422
13025,Brantley,Georgia,680,2538,3454
13027,Brooks,Georgia,2586,2373,5249
13029,Bryan,Georgia,1988,5489,8393
13031,Bulloch,Georgia,4978,8852,14846
13033,Burke,Georgia,3292,2765,6329
13035,Butts,Georgia,1984,3972,6408
13037,Calhoun,Georgia,1023,600,1667
13039,Camden,Georgia,3340,6340,10328
13043,Candler,Georgia,736,1469,2385
13045,Carroll,Georgia,7864,18372,28680
13047,Catoosa,Georgia,2926,10192,14104
13049,Charlton,Georgia,715,1376,2233
13051,Chatham,Georgia,34167,30699,70944
13053,Chattahoochee,Georgia,356,345,741
13055,Chattooga,Georgia,1657,3028,5211
13057,Cherokee,Georgia,12047,49691,69014
13059,Clarke,Georgia,16013,9260,28597
13061,Clay,Georgia,629,414,1103
13063,Clayton,Georgia,48828,10627,63223
13065,Clinch,Georgia,771,554,1401
13067,Cobb,Georgia,84638,116506,221774
13069,Coffee,Georgia,2722,5209,8395
13071,Colquitt,Georgia,2803,5828,9267
13073,Columbia,Georgia,9139,26596,38619
13075,Cook,Georgia,1373,2190,3789
13077,Coweta,Georgia,8946,25984,38548
13079,Crawford,Georgia,1328,2171,3825
13081,Crisp,Georgia,1956,2916,5082
13083,Dade,Georgia,836,2608,3754
13085,Dawson,Georgia,856,5869,7299
13087,Decatur,Georgia,3267,3756,7251
13089,DeKalb,Georgia,155404,45109,216951
13091,Dodge,Georgia,1995,3109,5376
13093,Dooly,Georgia,1724,1350,3212
13095,Dougherty,Georgia,17916,8685,27963
13097,Douglas,Georgia,17622,18425,38951
13099,Early,Georgia,1962,1754,3848
13101,Echols,Georgia,175,387,618
13103,Effingham,Georgia,3002,9455,13883
13105,Elbert,Georgia,2203,3110,5627
13107,Emanuel,Georgia,2012,2932,5180
13109,Evans,Georgia,905,1469,2510
13111,Fannin,Georgia,1488,5098,7452
13113,Fayette,Georgia,13032,27070,43672
13115,Floyd,Georgia,6525,14209,22710
13117,Forsyth,Georgia,7501,43117,55524
13119,Franklin,Georgia,1098,3779,5213
13121,Fulton,Georgia,156024,90197,266617
13123,Gilmer,Georgia,1507,6213,8554
13125,Glascock,Georgia,159,638,881
13127,Glynn,Georgia,7248,13482,21760
13129,Gordon,Georgia,2267,8023,11392
13131,Grady,Georgia,2822,3537,6851
13133,Greene,Georgia,2075,3641,6068
13135,Gwinnett,Georgia,73427,112093,204482
13137,Habersham,Georgia,1602,8339,10893
13139,Hall,Georgia,7109,35384,45747
13141,Hancock,Georgia,2358,610,3078
13143,Haralson,Georgia,1527,5182,7377
13145,Harris,Georgia,2803,6721,10216
13147,Hart,Georgia,1991,3846,6343
13149,Heard,Georgia,737,1950,2991
13151,Henry,Georgia,26283,31350,62097
13153,Houston,Georgia,14833,22156,40073
13155,Irwin,Georgia,1073,1485,2684
13157,Jackson,Georgia,2628,12917,17089
13159,Jasper,Georgia,1283,2768,4371
13161,Jeff Davis,Georgia,1024,2454,3752
13163,Jefferson,Georgia,2658,2056,4888
13165,Jenkins,Georgia,976,1215,2315
13167,Johnson,Georgia,760,1592,2490
13169,Jones,Georgia,3376,4905,8877
13171,Lamar,Georgia,1706,3162,5222
13173,Lanier,Georgia,765,858,1719
13175,Laurens,Georgia,5055,7988,13827
13177,Lee,Georgia,2457,6682,9695
13179,Liberty,Georgia,5975,3528,10247
13181,Lincoln,Georgia,1217,1932,3371
13183,Long,Georgia,677,1066,1891
13185,Lowndes,Georgia,10116,12715,24045
13187,Lumpkin,Georgia,1530,6087,8625
13193,Macon,Georgia,2123,1090,3351
13195,Madison,Georgia,1772,5491,7977
13197,Marion,Georgia,884,1115,2131
13189,McDuffie,Georgia,2423,3591,6366
13191,McIntosh,Georgia,2329,2132,4783
13199,Meriwether,Georgia,2785,3368,6553
13201,Miller,Georgia,694,1169,1923
13205,Mitchell,Georgia,2970,2667,5867
13207,Monroe,Georgia,2978,5639,9253
13209,Montgomery,Georgia,730,1707,2595
13211,Morgan,Georgia,1806,4327,6637
13213,Murray,Georgia,1284,4296,6174
13215,Muscogee,Georgia,26807,18430,47819
13217,Newton,Georgia,13044,14189,29213
13219,Oconee,Georgia,3072,8865,13223
13221,Oglethorpe,Georgia,1317,2742,4463
13223,Paulding,Georgia,9188,22036,34002
13225,Peach,Georgia,3678,3570,7650
13227,Pickens,Georgia,1562,6960,9502
13229,Pierce,Georgia,852,3148,4218
13231,Pike,Georgia,1076,4456,5972
13233,Polk,Georgia,2627,5796,9191
13235,Pulaski,Georgia,887,1604,2667
13237,Putnam,Georgia,1903,4438,6781
13239,Quitman,Georgia,445,328,821
13241,Rabun,Georgia,1265,3910,5729
13243,Randolph,Georgia,1296,990,2354
13245,Richmond,Georgia,30574,17882,51352
13247,Rockdale,Georgia,14018,11794,27712
13249,Schley,Georgia,362,794,1220
13251,Screven,Georgia,1676,2056,3916
13253,Seminole,Georgia,1132,1509,2769
13255,Spalding,Georgia,5906,10071,17243
13257,Stephens,Georgia,1527,4797,6756
13259,Stewart,Georgia,979,518,1543
13261,Sumter,Georgia,4293,3732,8363
13263,Talbot,Georgia,1473,825,2422
13265,Taliaferro,Georgia,515,229,774
13267,Tattnall,Georgia,1213,2742,4235
13269,Taylor,Georgia,1190,1258,2554
13271,Telfair,Georgia,1313,1363,2796
13273,Terrell,Georgia,1697,1367,3204
13275,Thomas,Georgia,5294,7348,13514
13277,Tift,Georgia,3275,6216,9999
13279,Toombs,Georgia,1885,4456,6789
13281,Towns,Georgia,1013,3025,4418
13283,Treutlen,Georgia,665,1088,1833
13285,Troup,Georgia,5717,9552,16377
13287,Turner,Georgia,1047,1266,2455
13289,Twiggs,Georgia,1768,1307,3285
13291,Union,Georgia,1899,5788,8643
13293,Upson,Georgia,2515,4502,7447
13295,Walker,Georgia,2706,9048,12770
13297,Walton,Georgia,4798,19639,26541
13299,Ware,Georgia,2270,4552,7136
13301,Warren,Georgia,986,738,1822
13303,Washington,Georgia,2893,2829,5954
13305,Wayne,Georgia,2000,4408,6904
13307,Webster,Georgia,504,422,950
13309,Wheeler,Georgia,556,750,1376
13311,White,Georgia,1311,6106,8175
13313,Whitfield,Georgia,3725,11750,17019
13315,Wilcox,Georgia,722,1280,2130
13317,Wilkes,Georgia,1576,2093,3849
13319,Wilkinson,Georgia,1704,1618,3482
13321,Worth,Georgia,1923,3833,6078
15001,Hawaii,Hawaii,33095,19807,474
15009,Maui,Hawaii,25516,16024,496
15007,Kauai,Hawaii,13559,8953,156
15003,Honolulu,Hawaii,150554,112527,1492
16001,Ada,Idaho,46777,63871,10558
16003,Adams,Idaho,384,1137,154
16005,Bannock,Idaho,10613,11308,1634
16007,Bear Lake,Idaho,592,1484,141
16009,Benewah,Idaho,773,1969,273
16011,Bingham,Idaho,4202,6786,917
16013,Blaine,Idaho,3843,2516,276
16015,Boise,Idaho,717,1756,290
16017,Bonner,Idaho,4297,8742,997
16019,Bonneville,Idaho,11438,16204,1806
16021,Boundary,Idaho,892,2381,276
16023,Butte,Idaho,306,724,116
16025,Camas,Idaho,103,305,44
16027,Canyon,Idaho,10537,29431,4459
16029,Caribou,Idaho,721,1434,126
16031,Cassia,Idaho,929,4250,416
16033,Clark,Idaho,91,227,24
16035,Clearwater,Idaho,891,1768,269
16037,Custer,Idaho,419,1267,175
16039,Elmore,Idaho,1373,3511,511
16041,Franklin,Idaho,890,2612,250
16043,Fremont,Idaho,1137,2645,242
16045,Gem,Idaho,1073,3901,544
16047,Gooding,Idaho,1024,2544,401
16049,Idaho,Idaho,1505,4324,727
16051,Jefferson,Idaho,1923,5024,581
16053,Jerome,Idaho,1129,3138,409
16055,Kootenai,Idaho,11246,28381,2670
16057,Latah,Idaho,5857,5696,828
16059,Lemhi,Idaho,729,2272,372
16061,Lewis,Idaho,358,827,121
16063,Lincoln,Idaho,354,773,143
16065,Madison,Idaho,2594,4739,380
16067,Minidoka,Idaho,1000,3448,390
16069,Nez Perce,Idaho,4438,7289,898
16071,Oneida,Idaho,308,1219,104
16073,Owyhee,Idaho,472,2128,281
16075,Payette,Idaho,1104,4342,590
16077,Power,Idaho,811,1268,135
16079,Shoshone,Idaho,1343,2186,346
16081,Teton,Idaho,1706,1470,209
16083,Twin Falls,Idaho,5650,11511,1697
16085,Valley,Idaho,1385,2170,306
16087,Washington,Idaho,746,2505,286
17001,Adams,Illinois,4883,17765,1202
17003,Alexander,Illinois,1371,1248,135
17005,Bond,Illinois,1847,3345,312
17007,Boone,Illinois,4414,9074,1451
17009,Brown,Illinois,499,1503,144
17011,Bureau,Illinois,4371,7319,1031
17013,Calhoun,Illinois,961,1227,109
17015,Carroll,Illinois,1445,3361,380
17017,Cass,Illinois,1088,2433,341
17019,Champaign,Illinois,21053,29297,3221
17021,Christian,Illinois,3820,7465,1158
17023,Clark,Illinois,1629,4231,284
17025,Clay,Illinois,1158,3484,211
17027,Clinton,Illinois,3653,8547,714
17029,Coles,Illinois,4100,9713,1025
17031,Cook,Illinois,900838,400285,98135
17033,Crawford,Illinois,1691,4864,350
17035,Cumberland,Illinois,970,2993,336
17037,DeKalb,Illinois,10852,14949,2934
17039,De Witt,Illinois,1358,3920,471
17041,Douglas,Illinois,1239,4753,425
17043,DuPage,Illinois,110117,154986,20280
17045,Edgar,Illinois,1607,4890,398
17047,Edwards,Illinois,380,1800,76
17049,Effingham,Illinois,2381,9856,771
17051,Fayette,Illinois,1598,4675,507
17053,Ford,Illinois,906,3452,285
17055,Franklin,Illinois,5741,6395,1050
17057,Fulton,Illinois,4748,5786,1103
17059,Gallatin,Illinois,883,1148,171
17061,Greene,Illinois,1305,2739,344
17063,Grundy,Illinois,5813,9132,1701
17065,Hamilton,Illinois,1206,2052,226
17067,Hancock,Illinois,1631,4780,410
17069,Hardin,Illinois,680,1303,121
17071,Henderson,Illinois,1297,1888,241
17073,Henry,Illinois,5980,10900,1192
17075,Iroquois,Illinois,1997,7741,802
17077,Jackson,Illinois,7386,7220,1733
17079,Jasper,Illinois,1008,2837,199
17081,Jefferson,Illinois,4030,7500,876
17083,Jersey,Illinois,2509,4724,431
17085,Jo Daviess,Illinois,2842,4763,467
17087,Johnson,Illinois,1309,3021,336
17089,Kane,Illinois,48579,68426,10196
17091,Kankakee,Illinois,12046,17207,3259
17093,Kendall,Illinois,11158,17130,2879
17095,Knox,Illinois,6465,9085,1132
17097,Lake,Illinois,86878,102675,15374
17099,LaSalle,Illinois,13495,17378,3151
17101,Lawrence,Illinois,1642,3229,257
17103,Lee,Illinois,3246,6838,817
17105,Livingston,Illinois,3503,8273,844
17107,Logan,Illinois,1953,6304,621
17115,Macon,Illinois,11966,21914,2583
17117,Macoupin,Illinois,6042,9278,1115
17119,Madison,Illinois,33060,44382,4576
17121,Marion,Illinois,4168,7016,812
17123,Marshall,Illinois,1162,2744,420
17125,Mason,Illinois,1594,2836,454
17127,Massac,Illinois,1513,3170,208
17109,McDonough,Illinois,2792,5716,724
17111,McHenry,Illinois,31659,53585,8973
17113,McLean,Illinois,15723,32972,3549
17129,Menard,Illinois,1324,3159,376
17131,Mercer,Illinois,2403,3710,575
17133,Monroe,Illinois,3849,7639,446
17135,Montgomery,Illinois,3262,5670,691
17137,Morgan,Illinois,3162,6738,890
17139,Moultrie,Illinois,1117,3346,361
17141,Ogle,Illinois,4542,11318,1341
17143,Peoria,Illinois,20039,28955,3523
17145,Perry,Illinois,2997,3898,633
17147,Piatt,Illinois,1619,4653,500
17149,Pike,Illinois,1514,4391,462
17151,Pope,Illinois,566,1309,128
17153,Pulaski,Illinois,1082,1631,152
17155,Putnam,Illinois,913,1195,209
17157,Randolph,Illinois,4607,6227,819
17159,Richland,Illinois,1266,3684,212
17161,Rock Island,Illinois,20514,22904,2945
17165,Saline,Illinois,3060,4448,565
17167,Sangamon,Illinois,25038,42278,5589
17169,Schuyler,Illinois,845,1891,239
17171,Scott,Illinois,422,1235,123
17173,Shelby,Illinois,1819,5638,723
17163,St. Clair,Illinois,39152,37772,4003
17175,Stark,Illinois,543,1242,162
17177,Stephenson,Illinois,4209,9293,1190
17179,Tazewell,Illinois,13189,29248,3216
17181,Union,Illinois,2411,3676,565
17183,Vermilion,Illinois,6561,14251,1670
17185,Wabash,Illinois,1054,2728,146
17187,Warren,Illinois,1965,3602,442
17189,Washington,Illinois,1495,3950,398
17191,Wayne,Illinois,1123,5404,256
17193,White,Illinois,1510,3537,234
17195,Whiteside,Illinois,6981,10510,1328
17197,Will,Illinois,79786,97831,16925
17199,Williamson,Illinois,8654,12240,1527
17201,Winnebago,Illinois,28398,46492,6983
17203,Woodford,Illinois,2990,10170,805
19001,Adair,Iowa,1147,1799,144
19003,Adams,Iowa,571,1077,108
19005,Allamakee,Iowa,2212,2966,159
19007,Appanoose,Iowa,1553,2809,260
19009,Audubon,Iowa,1064,1592,96
19011,Benton,Iowa,4100,5534,392
19013,Black Hawk,Iowa,22720,21355,1278
